City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
538,corrales,35.2378,-106.6067,43.0,46,0,6.91,US,1644477643
539,harrisburg,40.2737,-76.8844,41.16,77,75,6.91,US,1644477755
540,hanumangarh,29.5833,74.3167,71.29,27,0,5.66,IN,1644477835
541,jalu,29.0331,21.5482,49.35,57,0,8.43,LY,1644477837
542,santa cruz,-17.8,-63.1667,67.46,83,55,5.75,BO,1644477839
543,lafiagi,8.8667,5.4167,75.54,15,5,1.66,NG,1644477842
544,parakou,9.3372,2.6303,71.4,17,70,4.27,BJ,1644477844
545,okha,53.5739,142.9478,20.98,96,100,7.29,RU,1644477846
546,kilifarevo,42.9833,25.6333,40.91,83,2,4.61,BG,1644477849
547,vilhena,-12.7406,-60.1458,67.51,97,100,2.42,BR,1644477851
548,haines junction,60.7522,-137.5108,39.15,48,100,5.75,CA,1644477853
549,parana,-31.732,-60.5238,70.56,59,0,7.9,AR,1644477856
550,manono,-7.3,27.4167,71.53,93,100,3.85,CD,1644477858
551,baykit,61.67,96.37,3.4,83,100,2.82,RU,1644477860
552,ostersund,63.1792,14.6357,29.61,69,0,16.11,SE,1644477863
553,marawi,7.9986,124.2928,71.65,93,100,5.7,PH,1644477865
554,saint anthony,45.0205,-93.218,21.13,74,100,16.11,US,1644477867
555,tucuman,-26.8241,-65.2226,68.0,73,0,5.75,AR,1644477614
556,lumphat,13.4878,106.9816,98.47,29,94,8.14,KH,1644477872
557,manzanillo,20.3433,-77.1167,72.39,80,2,2.86,CU,1644477874
558,anloga,5.7947,0.8973,80.82,86,14,7.18,GH,1644477876
559,oktyabrskiy,54.4815,53.471,20.95,91,100,15.61,RU,1644477879
560,prince rupert,54.3161,-130.3201,44.29,93,100,14.97,CA,1644477668
561,ahipara,-35.1667,173.1667,74.21,82,94,9.19,NZ,1644477883
562,komsomolskiy,40.4272,71.7189,44.02,61,89,2.3,UZ,1644477849
563,yamada,39.4667,141.95,33.98,77,100,3.74,JP,1644477887
564,sibu,2.3,111.8167,88.11,74,40,4.61,MY,1644477890
565,buchanan,5.8808,-10.0467,75.67,93,46,4.07,LR,1644477894
566,neiafu,-18.65,-173.9833,81.79,76,21,22.5,TO,1644477896
567,college,64.8569,-147.8028,-2.25,78,100,9.22,US,1644477899
568,yulara,-25.2406,130.9889,96.64,20,93,9.22,AU,1644477901
569,tuatapere,-46.1333,167.6833,66.81,76,56,2.39,NZ,1644477903
570,manavgat,36.7867,31.4431,52.21,58,0,17.36,TR,1644477908
